analytics-pipeline	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
analytics-pipeline	ci	lex: cache miss job took 20m%%vec: cache miss job took 20m
analytics-pipeline	ci	lex: slow build%%vec: slow build
analytics-pipeline	errors	lex: the client shows a spinner forever instead of telling the user what went wrong%%vec: the client shows a spinner forever instead of telling the user what went wrong
analytics-pipeline	errors	lex: unhandled promise rejection 500%%vec: unhandled promise rejection 500
analytics-pipeline	errors	lex: silent failure%%vec: silent failure
analytics-pipeline	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
analytics-pipeline	migrations	lex: column_does_not_exist relation already exists%%vec: column_does_not_exist relation already exists
analytics-pipeline	migrations	lex: deploy broke schema%%vec: deploy broke schema
analytics-pipeline	nullhandling	lex: a crash with 'undefined is not an object' only for accounts with no address%%vec: a crash with 'undefined is not an object' only for accounts with no address
analytics-pipeline	nullhandling	lex: TypeError undefined is not an object%%vec: TypeError undefined is not an object
analytics-pipeline	nullhandling	lex: null crash%%vec: null crash
analytics-pipeline	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
analytics-pipeline	pagination	lex: OFFSET_SKEW cursor_invalid%%vec: OFFSET_SKEW cursor_invalid
analytics-pipeline	pagination	lex: missing rows%%vec: missing rows
analytics-pipeline	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
analytics-pipeline	performance	lex: OOMKilled heap_used_bytes%%vec: OOMKilled heap_used_bytes
analytics-pipeline	performance	lex: memory growth%%vec: memory growth
analytics-pipeline	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
analytics-pipeline	secrets	lex: AWS_SECRET_ACCESS_KEY committed%%vec: AWS_SECRET_ACCESS_KEY committed
analytics-pipeline	secrets	lex: leaked key%%vec: leaked key
analytics-pipeline	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
analytics-pipeline	timezones	lex: DST_OFFSET_ERROR UTC conversion%%vec: DST_OFFSET_ERROR UTC conversion
analytics-pipeline	timezones	lex: off by one day%%vec: off by one day
analytics-pipeline	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
analytics-pipeline	auth	lex: 401 invalid_grant refresh_token_expired%%vec: 401 invalid_grant refresh_token_expired
analytics-pipeline	auth	lex: token expiry%%vec: token expiry
analytics-pipeline	featureflags	lex: half the users see the new screen and half do not, in the same build%%vec: half the users see the new screen and half do not, in the same build
analytics-pipeline	featureflags	lex: FLAG_EVAL_DEFAULT variant_mismatch%%vec: FLAG_EVAL_DEFAULT variant_mismatch
analytics-pipeline	featureflags	lex: inconsistent rollout%%vec: inconsistent rollout
analytics-pipeline	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
analytics-pipeline	localization	lex: i18n missing_key layout overflow%%vec: i18n missing_key layout overflow
analytics-pipeline	localization	lex: text overflow%%vec: text overflow
analytics-pipeline	observability	lex: we cannot tell which service was slow for one particular customer%%vec: we cannot tell which service was slow for one particular customer
analytics-pipeline	observability	lex: trace_id missing span_context null%%vec: trace_id missing span_context null
analytics-pipeline	observability	lex: cannot trace%%vec: cannot trace
analytics-pipeline	ratelimit	lex: the third party started returning 429 during the nightly job%%vec: the third party started returning 429 during the nightly job
analytics-pipeline	ratelimit	lex: HTTP 429 Retry-After%%vec: HTTP 429 Retry-After
analytics-pipeline	ratelimit	lex: throttled%%vec: throttled
analytics-pipeline	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
analytics-pipeline	retries	lex: ERR_DUPLICATE_CHARGE idempotency_key%%vec: ERR_DUPLICATE_CHARGE idempotency_key
analytics-pipeline	retries	lex: duplicate writes%%vec: duplicate writes
data-warehouse	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
data-warehouse	auth	lex: 401 invalid_grant refresh_token_expired%%vec: 401 invalid_grant refresh_token_expired
data-warehouse	auth	lex: token expiry%%vec: token expiry
data-warehouse	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
data-warehouse	flakytests	lex: test_timeout intermittent CI failure%%vec: test_timeout intermittent CI failure
data-warehouse	flakytests	lex: flaky%%vec: flaky
data-warehouse	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
data-warehouse	localization	lex: i18n missing_key layout overflow%%vec: i18n missing_key layout overflow
data-warehouse	localization	lex: text overflow%%vec: text overflow
data-warehouse	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
data-warehouse	migrations	lex: column_does_not_exist relation already exists%%vec: column_does_not_exist relation already exists
data-warehouse	migrations	lex: deploy broke schema%%vec: deploy broke schema
data-warehouse	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
data-warehouse	retries	lex: ERR_DUPLICATE_CHARGE idempotency_key%%vec: ERR_DUPLICATE_CHARGE idempotency_key
data-warehouse	retries	lex: duplicate writes%%vec: duplicate writes
data-warehouse	caching	lex: the page shows yesterday's numbers even right after a change was saved%%vec: the page shows yesterday's numbers even right after a change was saved
data-warehouse	caching	lex: stale_cache_hit ETag mismatch%%vec: stale_cache_hit ETag mismatch
data-warehouse	caching	lex: stale data%%vec: stale data
data-warehouse	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
data-warehouse	ci	lex: cache miss job took 20m%%vec: cache miss job took 20m
data-warehouse	ci	lex: slow build%%vec: slow build
data-warehouse	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
data-warehouse	performance	lex: OOMKilled heap_used_bytes%%vec: OOMKilled heap_used_bytes
data-warehouse	performance	lex: memory growth%%vec: memory growth
data-warehouse	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
data-warehouse	secrets	lex: AWS_SECRET_ACCESS_KEY committed%%vec: AWS_SECRET_ACCESS_KEY committed
data-warehouse	secrets	lex: leaked key%%vec: leaked key
data-warehouse	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
data-warehouse	timezones	lex: DST_OFFSET_ERROR UTC conversion%%vec: DST_OFFSET_ERROR UTC conversion
data-warehouse	timezones	lex: off by one day%%vec: off by one day
