analytics-pipeline	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
analytics-pipeline	errors	lex: the client shows a spinner forever instead of telling the user what went wrong%%vec: the client shows a spinner forever instead of telling the user what went wrong
analytics-pipeline	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
analytics-pipeline	nullhandling	lex: a crash with 'undefined is not an object' only for accounts with no address%%vec: a crash with 'undefined is not an object' only for accounts with no address
analytics-pipeline	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
analytics-pipeline	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
analytics-pipeline	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
analytics-pipeline	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
analytics-pipeline	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
analytics-pipeline	featureflags	lex: half the users see the new screen and half do not, in the same build%%vec: half the users see the new screen and half do not, in the same build
analytics-pipeline	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
analytics-pipeline	observability	lex: we cannot tell which service was slow for one particular customer%%vec: we cannot tell which service was slow for one particular customer
analytics-pipeline	ratelimit	lex: the third party started returning 429 during the nightly job%%vec: the third party started returning 429 during the nightly job
analytics-pipeline	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
data-warehouse	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
data-warehouse	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
data-warehouse	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
data-warehouse	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
data-warehouse	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
data-warehouse	caching	lex: the page shows yesterday's numbers even right after a change was saved%%vec: the page shows yesterday's numbers even right after a change was saved
data-warehouse	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
data-warehouse	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
data-warehouse	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
data-warehouse	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
document-service	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
document-service	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
document-service	caching	lex: the page shows yesterday's numbers even right after a change was saved%%vec: the page shows yesterday's numbers even right after a change was saved
document-service	featureflags	lex: half the users see the new screen and half do not, in the same build%%vec: half the users see the new screen and half do not, in the same build
document-service	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
document-service	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
document-service	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
document-service	nullhandling	lex: a crash with 'undefined is not an object' only for accounts with no address%%vec: a crash with 'undefined is not an object' only for accounts with no address
document-service	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
document-service	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
document-service	ratelimit	lex: the third party started returning 429 during the nightly job%%vec: the third party started returning 429 during the nightly job
document-service	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
document-service	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
identity-service	caching	lex: the page shows yesterday's numbers even right after a change was saved%%vec: the page shows yesterday's numbers even right after a change was saved
identity-service	featureflags	lex: half the users see the new screen and half do not, in the same build%%vec: half the users see the new screen and half do not, in the same build
identity-service	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
identity-service	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
identity-service	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
identity-service	auth	lex: people get signed out halfway through a long form%%vec: people get signed out halfway through a long form
identity-service	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
identity-service	errors	lex: the client shows a spinner forever instead of telling the user what went wrong%%vec: the client shows a spinner forever instead of telling the user what went wrong
identity-service	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
identity-service	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
identity-service	nullhandling	lex: a crash with 'undefined is not an object' only for accounts with no address%%vec: a crash with 'undefined is not an object' only for accounts with no address
identity-service	observability	lex: we cannot tell which service was slow for one particular customer%%vec: we cannot tell which service was slow for one particular customer
identity-service	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
identity-service	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
k8s-platform	featureflags	lex: half the users see the new screen and half do not, in the same build%%vec: half the users see the new screen and half do not, in the same build
k8s-platform	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
k8s-platform	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
k8s-platform	caching	lex: the page shows yesterday's numbers even right after a change was saved%%vec: the page shows yesterday's numbers even right after a change was saved
k8s-platform	errors	lex: the client shows a spinner forever instead of telling the user what went wrong%%vec: the client shows a spinner forever instead of telling the user what went wrong
k8s-platform	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
k8s-platform	migrations	lex: the deploy went out and the old servers started throwing on a column%%vec: the deploy went out and the old servers started throwing on a column
k8s-platform	nullhandling	lex: a crash with 'undefined is not an object' only for accounts with no address%%vec: a crash with 'undefined is not an object' only for accounts with no address
k8s-platform	observability	lex: we cannot tell which service was slow for one particular customer%%vec: we cannot tell which service was slow for one particular customer
k8s-platform	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
k8s-platform	retries	lex: two charges appeared for one checkout when the network blipped%%vec: two charges appeared for one checkout when the network blipped
ledger-service	ci	lex: the build takes twenty minutes and most of it is downloading things%%vec: the build takes twenty minutes and most of it is downloading things
ledger-service	localization	lex: German text overflows the button and Japanese sorts in the wrong order%%vec: German text overflows the button and Japanese sorts in the wrong order
ledger-service	observability	lex: we cannot tell which service was slow for one particular customer%%vec: we cannot tell which service was slow for one particular customer
ledger-service	performance	lex: memory climbs all afternoon until the process is killed%%vec: memory climbs all afternoon until the process is killed
ledger-service	timezones	lex: a report for the last day of the month is off by one for some users%%vec: a report for the last day of the month is off by one for some users
ledger-service	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
ledger-service	pagination	lex: scrolling the list shows the same row twice and skips another%%vec: scrolling the list shows the same row twice and skips another
ledger-service	ratelimit	lex: the third party started returning 429 during the nightly job%%vec: the third party started returning 429 during the nightly job
ledger-service	secrets	lex: a token ended up somewhere it should not have been%%vec: a token ended up somewhere it should not have been
ml-risk-models	flakytests	lex: the suite passes locally and fails maybe one run in five on the server%%vec: the suite passes locally and fails maybe one run in five on the server
